"skip","year","material","watershed","species","sample_wt_mg","C_ug","N_ug","C_mg_g","d13C_permil","d15N_permil","TrayName","WellID","enriched","plot","tree","OurLabID","analysis_number","sample_id","sample_number","d13C_comment","d15N_comment","source_file"
NA,2013,"foliage","WB","RS",4.29,2193.42290587097,45.6252231280772,511.287390645915,-26.6093853735726,1.48551553499709,"BBWM Foliage3","A1","yes","D20","20",680835,5084,"5100",5100,NA,NA,"SPENCER BBWM-FOLIAGE3 0314"
NA,2013,"foliage","WB","YB",4.18,2010.87211006608,102.552754332046,481.069882790929,-30.0219732536936,4.54204702075066,"BBWM Foliage3","A2","yes","D20","17",680836,5085,"5101",5101,NA,NA,"SPENCER BBWM-FOLIAGE3 0314"
NA,2013,"foliage","WB","AB",4.21,2006.93010140426,93.5112332642296,476.705487269419,-30.3907040699958,6.9072073382062,"BBWM Foliage3","A3","yes","E20","7",680837,5086,"5102",5102,NA,NA,"SPENCER BBWM-FOLIAGE3 0314"
"skip",2013,"foliage","WB","YB",4.34,2115.08702615595,82.2506916433308,487.347241049759,-28.2153080903882,10.2168927252425,"BBWM Foliage3","F6","yes","E20","1",680900,5163,"5103",5103,NA,NA,"SPENCER BBWM-FOLIAGE3 0314"
NA,2013,"foliage","WB","YB",3.97,1929.92472213703,106.642944632913,486.127134039553,-30.4562032476047,14.9737695336864,"BBWM Foliage3","A4","yes","E20","11",680838,5087,"5104",5104,NA,NA,"SPENCER BBWM-FOLIAGE3 0314"
NA,2013,"foliage","WB","RS",3.9,1896.27717891405,44.8576686086266,486.22491767027,-29.3325702946539,6.46303536048766,"BBWM Foliage3","A5","yes","F23","14",680839,5088,"5105",5105,NA,NA,"SPENCER BBWM-FOLIAGE3 0314"
NA,2013,"foliage","WB","RM",4.3,2115.08702615595,89.3818589579902,491.880703757199,-28.6418304111258,2.51600193753229,"BBWM Foliage3","A6","yes","F23","8",680840,5089,"5106",5106,NA,NA,"SPENCER BBWM-FOLIAGE3 0314"
NA,2013,"foliage","WB","RS",4.42,2212.9642834415,41.0994687780852,500.670652362329,-27.1525438994006,11.8295825656891,"BBWM Foliage3","A7","yes","F24","7",680841,5090,"5107",5107,NA,NA,"SPENCER BBWM-FOLIAGE3 0314"
NA,2013,"foliage","WB","YB",3.98,1882.40799714282,105.825886172874,472.966833452969,-29.4076500834099,9.75009907058213,"BBWM Foliage3","A8","yes","F24","11",680842,5091,"5108",5108,NA,NA,"SPENCER BBWM-FOLIAGE3 0314"
NA,2013,"foliage","WB","YB",4.2,2056.15622846511,126.910221112061,489.561006777406,-28.6007631615653,7.94404686064206,"BBWM Foliage3","A9","yes","F24","6",680843,5092,"5109",5109,NA,NA,"SPENCER BBWM-FOLIAGE3 0314"
NA,2013,"foliage","WB","RS",3.9,1963.52302859388,53.6181924433095,503.4674432292,-29.7662101981328,7.69215663412695,"BBWM Foliage3","A10","yes","H13","22",680844,5093,"5110",5110,NA,NA,"SPENCER BBWM-FOLIAGE3 0314"
NA,2013,"foliage","WB","RM",4.03,2016.78384528807,78.5048300286806,500.442641510688,-28.8245060583017,5.85810168672849,"BBWM Foliage3","A11","yes","H13","6",680845,5094,"5111",5111,NA,NA,"SPENCER BBWM-FOLIAGE3 0314"
NA,2013,"foliage","WB","SM",3.95,1874.47900228887,80.6703154344221,474.551646149081,-30.3716481859727,9.70297922307233,"BBWM Foliage3","A12","yes","I15","3",680846,5095,"5112",5112,NA,NA,"SPENCER BBWM-FOLIAGE3 0314"
NA,2013,"foliage","WB","AB",4.31,1973.39551311532,105.825886172874,457.86438819381,-30.4588288028406,20.3538637265232,"BBWM Foliage3","B1","yes","K15","3",680847,5099,"5113",5113,NA,NA,"SPENCER BBWM-FOLIAGE3 0314"
NA,2013,"foliage","WB","AB",3.99,1884.38981993272,110.720889932101,472.278150359077,-29.6449318000587,11.6502753991743,"BBWM Foliage3","B2","yes","K15","1",680848,5100,"5114",5114,NA,NA,"SPENCER BBWM-FOLIAGE3 0314"
NA,2013,"foliage","WB","SM",4.3,2115.08702615595,100.09276255072,491.880703757199,-31.1679980813425,3.57756573607636,"BBWM Foliage3","B3","yes","L13","6",680849,5101,"5115",5115,NA,NA,"SPENCER BBWM-FOLIAGE3 0314"
NA,2013,"foliage","WB","SM",3.98,1902.21855841738,80.4206207147828,477.944361411401,-29.5165148697784,1.79984011888864,"BBWM Foliage3","B4","yes","N10","5",680850,5102,"5116",5116,NA,NA,"SPENCER BBWM-FOLIAGE3 0314"
NA,2013,"foliage","WB","RM",4.33,2154.28903990005,84.5764442246489,497.526337159365,-28.3076026551991,8.19099111299748,"BBWM Foliage3","B5","yes","N11","10",680851,5103,"5117",5117,NA,NA,"SPENCER BBWM-FOLIAGE3 0314"
