"skip","material","watershed","forest","year","plot","horizon","depth","sample_wt_mg","C_ug","N_ug","d13C_permil","d15N_permil","d13C_comment","d15N_comment","TrayName","WellID","enriched","OurLabID","analysis_number","sample_id","sample_id2","sample_identifier","source_file","C_mg_g"
NA,"roots","EB","HW",2013,"4","O","O",4.5,2264.75907483976,49.325020018431,-27.5709635447534,13.1330962850226,NA,NA,"BBWM Roots3","A11","yes",690723,125840,"4213","4213",NA,"SPENCER BBWM-ROOTS 0414",503.279794408835
NA,"roots",NA,NA,2013,NA,"E","E",4.09,1971.07316250723,28.6704476718393,-27.2046866956492,2.26038227177255,NA,NA,"BBWM Roots3","A12","yes",690724,125841,"4214",NA,NA,"SPENCER BBWM-ROOTS 0414",481.924978608125
NA,"roots","EB","HW",2013,"4","B","5-25cm",3.94,1915.16373083781,22.4217003001367,-27.8818138619856,3.31234947929217,NA,NA,"BBWM Roots3","B1","yes",690725,125845,"4216","4216",NA,"SPENCER BBWM-ROOTS 0414",486.082165187261
NA,"roots","EB","HW",2013,"5","O","O",4.42,2082.92153826995,26.1213231189379,-27.9458390585175,3.46613609319457,NA,NA,"BBWM Roots3","B2","yes",690726,125846,"4217","4217",NA,"SPENCER BBWM-ROOTS 0414",471.249216803155
NA,"roots","EB","HW",2013,"5","B","0-5cm",4.21,2040.9737860427,32.8650482439252,-25.7687579583204,9.07022812815571,NA,NA,"BBWM Roots3","B3","yes",690727,125847,"4219","4219",NA,"SPENCER BBWM-ROOTS 0414",484.791873169287
NA,"roots","EB","HW",2013,"5","B","5-25cm",3.8,1761.46351822544,28.0948035690655,-25.7293746714682,8.9228213917346,NA,NA,"BBWM Roots3","B4","yes",690728,125848,"4220","4220",NA,"SPENCER BBWM-ROOTS 0414",463.543031111959
NA,"roots","EB","SW",2013,"2","O","O",4.44,2320.72999072558,40.4345455795961,-26.1707686349626,3.68369257332772,NA,NA,"BBWM Roots3","B5","yes",690729,125849,"4221","4221",NA,"SPENCER BBWM-ROOTS 0414",522.686934848105
NA,"roots","EB","SW",2013,"1","O","O",3.8,2068.93833935203,43.5621160393149,-26.2744904876119,7.1255142183839,NA,NA,"BBWM Roots3","B6","yes",690730,125850,"4225","4225",NA,"SPENCER BBWM-ROOTS 0414",544.457457724219
NA,"roots","EB","SW",2013,"1","B","0-5cm",4.14,2138.86048236324,26.8613498953363,-27.0679890923208,2.06998514626278,NA,NA,"BBWM Roots3","B7","yes",690731,125851,"4227","4227",NA,"SPENCER BBWM-ROOTS 0414",516.632966754406
NA,"roots","EB","SW",2013,"1","B","5-25cm",4.12,2026.99243165128,21.76407874996,-26.8929532437096,1.20618630852561,NA,NA,"BBWM Roots3","B8","yes",690732,125852,"4228","4228",NA,"SPENCER BBWM-ROOTS 0414",491.98845428429
NA,"roots","EB","SW",2013,"3","O","O",3.92,2068.93833935203,34.181226821263,-26.3905185269572,16.6329301343409,NA,NA,"BBWM Roots3","B9","yes",690733,125853,"4229","4229",NA,"SPENCER BBWM-ROOTS 0414",527.790392691845
NA,"roots",NA,NA,2013,NA,"E","E",4.04,1999.03156739492,32.4537645214846,-27.0559788742636,3.44291183885206,NA,NA,"BBWM Roots3","B10","yes",690734,125854,"4230",NA,NA,"SPENCER BBWM-ROOTS 0414",494.809793909635
NA,"roots","EB","SW",2013,"3","B","0-5cm",3.81,1719.55819010752,18.7229292533199,-26.6988583463556,0.47523075735779,NA,"Precision decreases for samples containing less than 20ugN","BBWM Roots3","B11","yes",690735,125855,"4231","4231",NA,"SPENCER BBWM-ROOTS 0414",451.327608952104
NA,"roots","EB","SW",2013,"3","B","5-25cm",4.01,2166.83364346287,39.9407741878182,-26.3476175771898,21.9920210121943,NA,NA,"BBWM Roots3","B12","yes",690736,125856,"4233","4232",NA,"SPENCER BBWM-ROOTS 0414",540.357517073036
NA,"roots","EB","SW",2013,"4","B","0-5cm",4.19,1957.09488232663,26.1213231189379,-27.9355841523461,2.59698672283936,NA,NA,"BBWM Roots3","C1","yes",690737,125863,"4235","4235",NA,"SPENCER BBWM-ROOTS 0414",467.087084087501
NA,"roots","EB","SW",2013,"4","B","5-25cm",3.85,1915.16373083781,21.1886819765328,-27.1120816427743,1.81291244732437,NA,NA,"BBWM Roots3","C2","yes",690738,125864,"4236","4236",NA,"SPENCER BBWM-ROOTS 0414",497.445124892938
NA,"roots","EB","SW",2013,"5","O","O",4.37,2222.78734376811,53.1131934405861,-27.0157646148055,7.37179561180127,NA,NA,"BBWM Roots3","C3","yes",690739,125865,"4237","4237",NA,"SPENCER BBWM-ROOTS 0414",508.64698942062
NA,"roots","EB","SW",2013,"5","B","0-5cm",4.33,2096.90535203002,24.5591562558489,-26.8618975486056,0.935580797945329,NA,NA,"BBWM Roots3","C4","yes",690740,125866,"4239","4239",NA,"SPENCER BBWM-ROOTS 0414",484.273753355664
NA,"roots","EB","SW",2013,"5","B","5-25cm",3.82,1887.21270405608,24.1480849506192,-26.7067525878197,3.06069339420435,NA,NA,"BBWM Roots3","C5","yes",690741,125867,"4240","4240",NA,"SPENCER BBWM-ROOTS 0414",494.034739281698
NA,"roots","WB","HW",2013,"2","O","O",4.5,2334.72425680245,56.7374965141916,-26.6795598366221,11.744056763551,NA,NA,"BBWM Roots3","C6","yes",690742,125868,"4241","4241",NA,"SPENCER BBWM-ROOTS 0414",518.827612622767
NA,"roots","WB","HW",2013,"2","B","0-5cm",4.05,2040.9737860427,41.4221337909911,-27.0898304294455,4.79866759325209,NA,NA,"BBWM Roots3","C7","yes",690743,125869,"4243a","4243",NA,"SPENCER BBWM-ROOTS 0414",503.9441447019
NA,"roots","WB","HW",2013,"2","B","5-25cm",4.05,2068.93833935203,37.554425929673,-26.4222852315092,4.37129214600673,NA,NA,"BBWM Roots3","C8","yes",690744,125870,"4244","4244",NA,"SPENCER BBWM-ROOTS 0414",510.848972679514
NA,"roots","WB","HW",2013,"1","O","O",4.19,2138.86048236324,71.1603985709553,-28.9110213680583,37.5338118545229,NA,NA,"BBWM Roots3","C9","yes",690745,125871,"4245","4245",NA,"SPENCER BBWM-ROOTS 0414",510.467895552086
NA,"roots","WB","HW",2013,"1","B","0-5cm",4.14,2040.9737860427,44.7968505257319,-26.3786215448935,10.7549122471742,NA,NA,"BBWM Roots3","C10","yes",690746,125872,"4247","4247",NA,"SPENCER BBWM-ROOTS 0414",492.988837208381
NA,"roots","WB","HW",2013,"1","B","5-25cm",3.93,1929.14016649192,38.3772646797049,-26.6767597666453,12.9953297844191,NA,NA,"BBWM Roots3","C11","yes",690747,125873,"4248","4248",NA,"SPENCER BBWM-ROOTS 0414",490.875360430514
NA,"roots","WB","HW",2013,"3","O","O",4.05,2096.90535203002,58.3851762042041,-27.9086804494141,28.6935205266848,NA,NA,"BBWM Roots3","C12","yes",690748,125874,"4249","4249",NA,"SPENCER BBWM-ROOTS 0414",517.754407908648
NA,"roots","WB","HW",2013,"3","B","0-5cm",4.01,2013.01169210202,43.6444287273457,-26.6789777769178,4.38682969197977,NA,NA,"BBWM Roots3","D1","yes",690749,125878,"4251","4251",NA,"SPENCER BBWM-ROOTS 0414",501.997928204992
NA,"roots","WB","HW",2013,"3","B","5-25cm",4.05,2013.01169210202,43.891369315207,-26.383735076598,4.8829492428007,NA,NA,"BBWM Roots3","D2","yes",690750,125879,"4252","4252",NA,"SPENCER BBWM-ROOTS 0414",497.039923975807
NA,"roots","WB","HW",2013,"4","O","O",4.21,2096.90535203002,57.1494006631395,-27.6517522416637,15.2011277602042,NA,NA,"BBWM Roots3","D3","yes",690751,125880,"4253","4253",NA,"SPENCER BBWM-ROOTS 0414",498.077280767227
NA,"roots",NA,NA,2013,NA,"E","E",4.06,2026.99243165128,45.2084497192779,-27.7957071591642,10.8567647804716,NA,NA,"BBWM Roots3","D4","yes",690752,125881,"4254",NA,NA,"SPENCER BBWM-ROOTS 0414",499.259219618541
NA,"roots","WB","HW",2013,"4","B","0-5cm",4.39,2124.87482407667,39.9407741878182,-26.6889703977212,8.60134901446996,NA,NA,"BBWM Roots3","D5","yes",690753,125882,"4255","4255",NA,"SPENCER BBWM-ROOTS 0414",484.026155826121
NA,"roots","WB","HW",2013,"4","B","5-25cm",4.45,2152.84675549198,38.4595508681628,-27.3834859765543,9.09748596818194,NA,NA,"BBWM Roots3","D6","yes",690754,125883,"4256","4256",NA,"SPENCER BBWM-ROOTS 0414",483.785787751006
NA,"roots","WB","HW",2013,"5","O","O",4.02,2110.88978063227,61.0218136708368,-28.1887234049571,11.5968411172141,NA,NA,"BBWM Roots3","D7","yes",690755,125884,"4257","4257",NA,"SPENCER BBWM-ROOTS 0414",525.096960356285
NA,"roots",NA,NA,2013,NA,"E","E",4.06,1747.4944606773,48.6662981050389,-26.4021980024384,15.3372077351992,NA,NA,"BBWM Roots3","D8","yes",690756,125885,"4258",NA,NA,"SPENCER BBWM-ROOTS 0414",430.417354846626
NA,"roots","WB","HW",2013,"5","B","0-5cm",4.02,1971.07316250723,41.0929309904758,-27.5940085346257,5.5299242511824,NA,NA,"BBWM Roots3","D9","yes",690757,125886,"4259","4259",NA,"SPENCER BBWM-ROOTS 0414",490.316707091351
NA,"roots","WB","SW",2013,"5","O","O",4.43,2320.72999072558,53.6897326400428,-26.5537777819047,7.24797208835925,NA,NA,"BBWM Roots3","D10","yes",690758,125887,"4261","4261",NA,"SPENCER BBWM-ROOTS 0414",523.866815062209
NA,"roots",NA,NA,2013,NA,"E","E",4.44,2152.84675549198,74.4588705992196,-25.87417064797,5.83227484674472,NA,NA,"BBWM Roots3","D11","yes",690759,125888,"4262",NA,NA,"SPENCER BBWM-ROOTS 0414",484.875395381076
NA,"roots","WB","SW",2013,"5","B","0-5cm",4.16,2124.87482407667,41.7513433215566,-26.7014204283453,3.2669344178896,NA,NA,"BBWM Roots3","D12","yes",690760,125889,"4263","4263",NA,"SPENCER BBWM-ROOTS 0414",510.787217326123
NA,"roots","WB","SW",2013,"5","B","5-25cm",4.45,2250.76788297371,36.8139070183502,-26.821408887476,2.95063211726085,NA,NA,"BBWM Roots3","E1","yes",690761,125893,"4264","4264",NA,"SPENCER BBWM-ROOTS 0414",505.79053549971
NA,"roots","WB","SW",2013,"1","O","O",4.11,2180.82114627594,43.2328694934731,-26.2154524071281,8.60689917287797,NA,NA,"BBWM Roots3","E2","yes",690762,125894,"4265","4265",NA,"SPENCER BBWM-ROOTS 0414",530.613417585386
NA,"roots","WB","SW",2013,"1","B","0-5cm",4.75,2166.83364346287,37.8012731380871,-26.5463430524131,5.80535435662262,NA,NA,"BBWM Roots3","E3","yes",690763,125895,"4267","4267",NA,"SPENCER BBWM-ROOTS 0414",456.175503886921
NA,"roots","WB","SW",2013,"1","B","5-25cm",3.93,1957.09488232663,18.5585591985395,-26.074335595008,3.90210558804524,NA,"Precision decreases for samples containing less than 20ugN","BBWM Roots3","E4","yes",690764,125896,"4268","4268",NA,"SPENCER BBWM-ROOTS 0414",497.988519675987
NA,"roots","WB","SW",2013,"2","O","O",4.08,2194.80926393116,38.9532768321016,-28.1226558012807,19.3574842218673,NA,NA,"BBWM Roots3","E5","yes",690765,125897,"4269","4269",NA,"SPENCER BBWM-ROOTS 0414",537.943447041952
NA,"roots","WB","SW",2013,"2","B","0-5cm",3.98,1943.11721698819,25.8746550981116,-26.6490048959747,7.09656795689546,NA,NA,"BBWM Roots3","E6","yes",690766,125898,"4271","4271",NA,"SPENCER BBWM-ROOTS 0414",488.22040627844
NA,"roots","WB","SW",2013,"2","B","5-25cm",4.37,2194.80926393116,36.5670749525492,-26.4116389993061,8.26014826107296,NA,NA,"BBWM Roots3","E7","yes",690767,125899,"4272","4272",NA,"SPENCER BBWM-ROOTS 0414",502.244682821776
NA,"roots","WB","SW",2013,"3","O","O",4.43,2404.70480981925,45.7847062566242,-26.6185752180301,7.95477732194822,NA,NA,"BBWM Roots3","E8","yes",690768,125900,"4273","4273",NA,"SPENCER BBWM-ROOTS 0414",542.822756166874
NA,"roots","WB","SW",2013,"3","B","0-5cm",4.45,2264.75907483976,27.3547200078682,-27.3778737304286,3.52237431151962,NA,NA,"BBWM Roots3","E9","yes",690769,125901,"4275","4275",NA,"SPENCER BBWM-ROOTS 0414",508.934623559496
NA,"roots","WB","SW",2013,"3","B","5-25cm",4.29,2194.80926393116,39.2824358872902,-27.6647470671511,3.33639723647924,NA,NA,"BBWM Roots3","E10","yes",690770,125902,"4276","4276",NA,"SPENCER BBWM-ROOTS 0414",511.610551032905
NA,"roots","WB","SW",2013,"4","O","O",4.47,2334.72425680245,57.0670189920936,-26.3049259835397,6.01043400868441,NA,NA,"BBWM Roots3","E11","yes",690771,125903,"4277","4277",NA,"SPENCER BBWM-ROOTS 0414",522.309677137014
NA,"roots",NA,NA,2013,NA,"E","E",3.91,1901.18791002587,38.2126935646734,-26.1367856744443,5.28822681148327,NA,NA,"BBWM Roots3","E12","yes",690772,125904,"4278",NA,NA,"SPENCER BBWM-ROOTS 0414",486.237317142165
NA,"roots","WB","SW",2013,"4","B","0-5cm",3.83,1915.16373083781,37.0607428698045,-26.1290078291394,4.99246898009403,NA,NA,"BBWM Roots3","F1","yes",690773,125907,"4279","4279",NA,"SPENCER BBWM-ROOTS 0414",500.042749566008
NA,"roots","WB","SW",2013,"4","B","5-25cm",4.3,2152.84675549198,27.4369498321553,-25.9447201744747,4.08211547397386,NA,NA,"BBWM Roots3","F2","yes",690774,125908,"4280","4280",NA,"SPENCER BBWM-ROOTS 0414",500.662036160925
NA,"roots","EB","HW",2013,"4","B","0-5cm",3.8,1719.55819010752,20.531110901733,-27.8308728804236,3.5907018938742,NA,NA,"BBWM Roots3","F3","yes",690775,125909,"4215","4215",NA,"SPENCER BBWM-ROOTS 0414",452.515313186188
NA,"roots","WB","HW",2013,"2","B","0-5cm",3.91,2026.99243165128,42.245170236249,-27.1825757107191,4.74238385579983,NA,NA,"BBWM Roots3","F4","yes",690776,125910,"4243b","4243",NA,"SPENCER BBWM-ROOTS 0414",518.412386611579
NA,"roots","EB","HW",2012,"2","O","O",4.07,2122.58795104249,46.5246936708003,-28.0420909748317,8.66621427344971,NA,NA,"Spencer BBWM Roots2","A1",NA,NA,NA,"4017",NA,"4017","SPENCER BBWMFOLIAGE&ROOTS 0313",521.520381091521
NA,"roots","EB","HW",2012,"2","B","B",3.9,2207.33078105617,30.0036011547826,-26.8887752309641,2.87389520303338,NA,NA,"Spencer BBWM Roots2","A2",NA,NA,NA,"4018",NA,"4018","SPENCER BBWMFOLIAGE&ROOTS 0313",565.982251552865
NA,"roots","EB","HW",2012,"4","O","O",3.9,1910.54030002109,47.9257962333387,-28.2932359694471,3.61051789512312,NA,NA,"Spencer BBWM Roots2","A3",NA,NA,NA,"4022",NA,"4022","SPENCER BBWMFOLIAGE&ROOTS 0313",489.882128210536
NA,"roots","EB","HW",2012,"4","B","B",3.97,1623.90501540706,29.0912772879792,-27.8671521065794,2.54585150794973,NA,NA,"Spencer BBWM Roots2","A4",NA,NA,NA,"4023",NA,"4023","SPENCER BBWMFOLIAGE&ROOTS 0313",409.044084485406
NA,"roots","EB","HW",2012,"5","O","O",4.06,2062.54454770594,35.067697368756,-29.2438625073837,5.23953558735379,NA,NA,"Spencer BBWM Roots2","A5",NA,NA,NA,"4027",NA,"4027","SPENCER BBWMFOLIAGE&ROOTS 0313",508.015898449738
NA,"roots","EB","HW",2012,"5","B","B",4.05,1910.06406580665,24.4625493110571,-28.1938611435591,0.902648809825823,NA,NA,"Spencer BBWM Roots2","A6",NA,NA,NA,"4028",NA,"4028","SPENCER BBWMFOLIAGE&ROOTS 0313",471.620756989296
NA,"roots","EB","SW",2012,"2","O","O",4.05,2210.3725883696,74.7092844400692,-26.9863741016523,8.79767664923525,NA,NA,"Spencer BBWM Roots2","A7",NA,NA,NA,"4032",NA,"4032","SPENCER BBWMFOLIAGE&ROOTS 0313",545.771009473977
NA,"roots","EB","SW",2012,"2","O","O",3.99,2012.0850365353,35.2655921091524,-26.0187364281662,-1.16492330941631,NA,"-0.37718488180776832","Spencer BBWM Roots2","A8",NA,NA,NA,"4033",NA,"4033","SPENCER BBWMFOLIAGE&ROOTS 0313",504.281964043935
NA,"roots","EB","SW",2012,"2","O","O",4.09,2137.54209516914,35.5194921012113,-25.7724408135194,0.410553545800774,NA,NA,"Spencer BBWM Roots2","A9",NA,NA,NA,"4034",NA,"4034","SPENCER BBWMFOLIAGE&ROOTS 0313",522.62642913671
NA,"roots","EB","SW",2012,"2","B","B",4,1748.92198439232,29.2870814196643,-25.4900932223029,2.64871953509371,NA,NA,"Spencer BBWM Roots2","A10",NA,NA,NA,"4036",NA,"4036","SPENCER BBWMFOLIAGE&ROOTS 0313",437.23049609808
NA,"roots","EB","SW",2012,"4","O","O",4.09,2061.95080335374,33.8460116595538,-26.3248251566546,-0.397659612583534,NA,NA,"Spencer BBWM Roots2","A11",NA,NA,NA,"4053",NA,"4053","SPENCER BBWMFOLIAGE&ROOTS 0313",504.144450697735
NA,"roots","EB","SW",2012,"4","B","B",3.95,2039.88458401983,35.8445088175535,-26.6544355970198,1.8260236379084,NA,NA,"Spencer BBWM Roots2","A12",NA,NA,NA,"4054",NA,"4054","SPENCER BBWMFOLIAGE&ROOTS 0313",516.426476967045
NA,"roots","EB","SW",2012,"5","O","O",4.07,1983.6324492462,42.7916580306491,-27.9368966826024,4.00327365153519,NA,NA,"Spencer BBWM Roots2","B1",NA,NA,NA,"4058",NA,"4058","SPENCER BBWMFOLIAGE&ROOTS 0313",487.378980158771
NA,"roots","EB","SW",2012,"5","B","B",4.12,1979.97362491064,29.1701586008697,-26.5987362256234,1.15200967515872,NA,NA,"Spencer BBWM Roots2","B2",NA,NA,NA,"4059",NA,"4059","SPENCER BBWMFOLIAGE&ROOTS 0313",480.576122551127
NA,"roots","WB","HW",2012,"2","O","O",3.99,2039.53164981988,95.2796970722785,-26.8922173595486,37.6069741439902,NA,NA,"Spencer BBWM Roots2","B3",NA,NA,NA,"4063",NA,"4063","SPENCER BBWMFOLIAGE&ROOTS 0313",511.160814491197
NA,"roots","WB","HW",2012,"2","O","O",4.12,2021.1074746141,65.3318039427556,-27.2651095238754,17.5022368881246,NA,"13.492538343745085","Spencer BBWM Roots2","B4",NA,NA,NA,"4064",NA,"4064","SPENCER BBWMFOLIAGE&ROOTS 0313",490.560066653908
NA,"roots","WB","HW",2012,"2","O","O",4.05,2142.7599579777,39.4153236623321,-27.3365022309057,9.48283979936559,NA,NA,"Spencer BBWM Roots2","B5",NA,NA,NA,"4065",NA,"4065","SPENCER BBWMFOLIAGE&ROOTS 0313",529.076532834
NA,"roots","WB","HW",2012,"2","B","B",3.98,1861.98340244577,45.4791423191871,-26.8671555812035,8.25552182550537,NA,NA,"Spencer BBWM Roots2","B6",NA,NA,NA,"4067",NA,"4067","SPENCER BBWMFOLIAGE&ROOTS 0313",467.835025740143
NA,"roots","WB","HW",2012,"4","O","O",4.18,1950.9693218096,86.2657732665273,-27.786536698525,16.2027908598024,NA,NA,"Spencer BBWM Roots2","B7",NA,NA,NA,"4084",NA,"4084","SPENCER BBWMFOLIAGE&ROOTS 0313",466.739072203252
NA,"roots","WB","HW",2012,"4","B","B",3.91,1796.80749604647,41.7341336750164,-27.941211421636,3.67157711344679,NA,NA,"Spencer BBWM Roots2","B8",NA,NA,NA,"4085",NA,"4085","SPENCER BBWMFOLIAGE&ROOTS 0313",459.54155909117
NA,"roots","WB","HW",2012,"5","O","O",4.15,2074.85227669436,63.1215622536569,-28.24011198429,10.3369966324238,NA,NA,"Spencer BBWM Roots2","B9",NA,NA,NA,"4089",NA,"4089","SPENCER BBWMFOLIAGE&ROOTS 0313",499.964404022738
NA,"roots","WB","HW",2012,"5","B","B",4.07,1520.96798231641,41.7961927679053,-26.9706791874706,4.21274964917662,NA,NA,"Spencer BBWM Roots2","B10",NA,NA,NA,"4090",NA,"4090","SPENCER BBWMFOLIAGE&ROOTS 0313",373.702206957348
NA,"roots","WB","SW",2012,"5","O","O",4.04,2090.28925039944,72.7696579031831,-26.4441863808528,6.51872363255479,NA,NA,"Spencer BBWM Roots2","B11",NA,NA,NA,"4094",NA,"4094","SPENCER BBWMFOLIAGE&ROOTS 0313",517.398329306791
NA,"roots","WB","SW",2012,"5","O","O",4,2225.54617706919,65.4107049048569,-26.6212786298067,3.9349732236782,NA,"4.3427336246064652","Spencer BBWM Roots2","B12",NA,NA,NA,"4095",NA,"4095","SPENCER BBWMFOLIAGE&ROOTS 0313",556.386544267297
NA,"roots","WB","SW",2012,"5","O","O",4.11,2007.16308176368,50.1650027343788,-26.6414107165815,4.75049402553473,NA,NA,"Spencer BBWM Roots2","C1",NA,NA,NA,"4096",NA,"4096","SPENCER BBWMFOLIAGE&ROOTS 0313",488.360847144448
NA,"roots","WB","SW",2012,"5","B","B",4.18,1750.75694873622,30.5798978333808,-27.4043174600276,5.46052503409,NA,NA,"Spencer BBWM Roots2","C2",NA,NA,NA,"4098",NA,"4098","SPENCER BBWMFOLIAGE&ROOTS 0313",418.841375295747
NA,"roots","WB","SW",2012,"3","O","O",3.93,2023.83435101606,52.2708304402902,-27.3303259413306,14.3307656534746,NA,NA,"Spencer BBWM Roots2","C3",NA,NA,NA,"4115",NA,"4115","SPENCER BBWMFOLIAGE&ROOTS 0313",514.970572777623
NA,"roots","WB","SW",2012,"3","B","B",4.06,1719.58927249291,29.9008063123624,-26.2711208804492,4.30216764897828,NA,NA,"Spencer BBWM Roots2","C4",NA,NA,NA,"4116",NA,"4116","SPENCER BBWMFOLIAGE&ROOTS 0313",423.54415578643
NA,"roots","WB","SW",2012,"4","O","O",3.95,1964.32491009522,43.8707248595698,-26.5940459075274,5.7291026944879,NA,NA,"Spencer BBWM Roots2","C5",NA,NA,NA,"4120",NA,"4120","SPENCER BBWMFOLIAGE&ROOTS 0313",497.297445593727
NA,"roots","WB","SW",2012,"4","B","B",4.11,2119.26253938091,36.5623745798144,-26.9180919344816,2.71427316954975,NA,NA,"Spencer BBWM Roots2","C6",NA,NA,NA,"4121",NA,"4121","SPENCER BBWMFOLIAGE&ROOTS 0313",515.635654350586
"skip","roots","WB","SW",2012,"4","B","B",4.13,1943.30470069903,33.7233312675838,-26.7228537676815,2.88143144691722,NA,NA,"Spencer BBWM Roots2","C7",NA,NA,NA,"4121",NA,"R4121","SPENCER BBWMFOLIAGE&ROOTS 0313",470.533825835117
"skip","roots","WB","SW",2012,"4","B","B",4.12,2031.28362003997,35.1428529236991,-26.8204728510815,2.79785230823348,NA,NA,"Spencer BBWM Roots2","--",NA,NA,NA,"4121",NA,"mean4121","SPENCER BBWMFOLIAGE&ROOTS 0313",493.030004864071
NA,"roots","EB","HW",NA,NA,"O","O",4.26,2097.23960345843,57.6614039504652,-28.2253469648955,2.66911405697396,NA,NA,"BBWM ROOT 1","A1","NO",391173,145574,"R1","R1",NA,"FROM COPY OF SPENCER BBWMROOT1&2 0312-3",492.309766070055
NA,"roots","EB","HW",NA,NA,"O","O",4.09,2146.79342365844,66.4366045208924,-28.7868835293982,1.61077872507239,NA,NA,"BBWM ROOT 1","A2","NO",391174,145575,"R2","R2",NA,"FROM COPY OF SPENCER BBWMROOT1&2 0312-3",524.888367642649
NA,"roots","EB","HW",NA,NA,"O","O",4.26,2233.87076686039,56.6821138994313,-28.7711750650946,1.47189784458373,NA,NA,"BBWM ROOT 1","A3","NO",391175,145576,"R3","R3",NA,"FROM COPY OF SPENCER BBWMROOT1&2 0312-3",524.382809122158
NA,"roots","EB","HW",NA,NA,"O","O",4.44,2072.51851016653,37.5814023117222,-28.4759740440975,2.29740899747229,NA,NA,"BBWM ROOT 1","A4","NO",391176,145577,"R4","R4",NA,"FROM COPY OF SPENCER BBWMROOT1&2 0312-3",466.783448235705
NA,"roots","EB","HW",NA,NA,"O","O",4.01,1986.28772188738,36.3188403575158,-28.9176780220711,1.07125625903302,NA,NA,"BBWM ROOT 1","A5","NO",391177,145578,"R5","R5",NA,"FROM COPY OF SPENCER BBWMROOT1&2 0312-3",495.333596480643
NA,"roots","EB","HW",NA,NA,"O","O",4.36,2109.61410430641,26.7054284282393,-25.6807470115268,-0.540921425925746,NA,NA,"BBWM ROOT 1","A6","NO",391178,145579,"R6","R6",NA,"FROM COPY OF SPENCER BBWMROOT1&2 0312-3",483.856445941837
NA,"roots","EB","HW",NA,NA,"B","0-5cm",4.54,2271.3291702529,42.2872765288799,-28.0220645419471,2.62512338987373,NA,NA,"BBWM ROOT 1","A7","NO",391179,145580,"R7","R7",NA,"FROM COPY OF SPENCER BBWMROOT1&2 0312-3",500.292768778172
NA,"roots","EB","HW",NA,NA,"B","0-5cm",4.07,2035.5066412388,54.0665008371415,-28.0304117572603,2.88282320254359,NA,NA,"BBWM ROOT 1","A8","NO",391180,145581,"R8","R8",NA,"FROM COPY OF SPENCER BBWMROOT1&2 0312-3",500.124481876855
