plotID,species,species2,forest,"Health status (dead, dying, alive)",Damages,Damage severity,present in non+P sub-plot,present in +P sub-plot,Notes,dbh_cm,g_m2,dbh_class,watershed,forest_type,dbh_inches
WBSW4,RS,RS,SW,Alive,,,,,nbs checked,29.464,0.068182558,3,WB,SW,11.6
WBSW4,RS,RS,SW,Alive,,,,,nbs checked,38.1,0.114009183,4,WB,SW,15
WBSW4,RS,RS,SW,Alive,,,,,nbs checked,36.068,0.102172496,3,WB,SW,14.2
WBSW4,RS,RS,SW,Alive,,,,,nbs checked,27.686,0.060201916,3,WB,SW,10.9
WBSW5,RS,RS,SW,Alive,,,x,,nbs checked,10.668,0.00893832,1,WB,SW,4.2
WBSW5,RS,RS,SW,Dying,,,,x,nbs checked,13.97,0.015327901,2,WB,SW,5.5
WBSW5,RS,RS,SW,Alive,,,x,,nbs checked,28.956,0.065851704,3,WB,SW,11.4
WBSW5,RS,RS,SW,Alive,,,,,nbs checked,22.352,0.039239427,2,WB,SW,8.8
WBSW5,RS,RS,SW,Alive,,,x,,nbs checked,15.24,0.018241469,2,WB,SW,6
WBSW5,RS,RS,SW,Alive,,,,,nbs checked,7.62,0.004560367,1,WB,SW,3
WBSW5,RS,RS,SW,Alive,,,,,nbs checked,5.08,0.00202683,1,WB,SW,2
WBSW5,RS,RS,SW,Alive,,,,,nbs checked,18.542,0.027002442,2,WB,SW,7.3
WBSW5,RS,RS,SW,Alive,,,,,nbs checked,52.07,0.212943818,5,WB,SW,20.5
WBSW5,RS,RS,SW,Alive,,,,,nbs checked,9.398,0.006936825,1,WB,SW,3.7
WBSW5,RS,RS,SW,Alive,,,,,nbs checked,26.416,0.054805481,3,WB,SW,10.4
WBSW5,RS,RS,SW,Alive,,,,,nbs checked,9.398,0.006936825,1,WB,SW,3.7
WBSW5,RS,RS,SW,Dying,,,,,nbs checked,11.938,0.011193168,1,WB,SW,4.7
WBSW5,RS,RS,SW,Alive,,,,,nbs checked,19.812,0.030828083,2,WB,SW,7.8
WBSW5,RS,RS,SW,Alive,,,,,nbs checked,24.384,0.046698161,2,WB,SW,9.6
WBSW5,RS,RS,SW,Alive,,,,,nbs checked,15.24,0.018241469,2,WB,SW,6
WBSW5,RS,RS,SW,Alive,,,,,nbs checked,29.21,0.067012064,3,WB,SW,11.5
WBSW5,RS,RS,SW,Alive,,,,,nbs checked,48.514,0.184851955,4,WB,SW,19.1
WBSW5,RS,RS,SW,Alive,,,,,nbs checked,33.274,0.08695607,3,WB,SW,13.1
WBSW5,RS,RS,SW,Alive,,,,,nbs checked,30.988,0.075418341,3,WB,SW,12.2
WBSW5,RS,RS,SW,Alive,,,,,nbs checked,19.812,0.030828083,2,WB,SW,7.8
WBSW5,RS,RS,SW,Alive,,,,,nbs checked,25.146,0.0496624,2,WB,SW,9.9
WBSW5,RS,RS,SW,Alive,,,,,nbs checked,15.24,0.018241469,2,WB,SW,6
WBSW5,RS,RS,SW,Alive,,,,,nbs checked,27.432,0.05910236,3,WB,SW,10.8
WBSW5,RS,RS,SW,Alive,,,,,nbs checked,42.926,0.144720723,4,WB,SW,16.9
WBSW5,RS,RS,SW,Alive,,,,,nbs checked,36.576,0.105070863,3,WB,SW,14.4
WBSW5,RS,RS,SW,Alive,,,,,nbs checked,31.75,0.079173044,3,WB,SW,12.5
WBSW5,RS,RS,SW,Alive,,,,,nbs checked,10.414,0.008517753,1,WB,SW,4.1
WBSW5,RS,RS,SW,Alive,,,,,nbs checked,7.62,0.004560367,1,WB,SW,3
WBSW5,RS,RS,SW,Alive,,,,,nbs checked,44.45,0.155179165,4,WB,SW,17.5
WBSW5,RS,RS,SW,Alive,,,,,nbs checked,38.354,0.115534372,4,WB,SW,15.1
WBSW5,RS,RS,SW,Alive,,,,,nbs checked,20.32,0.032429279,2,WB,SW,8
WBSW5,RS,RS,SW,Alive,,,,,nbs checked,10.414,0.008517753,1,WB,SW,4.1
WBSW5,RS,RS,SW,Alive,,,,,nbs checked,10.922,0.009369021,1,WB,SW,4.3
WBSW5,RS,RS,SW,Alive,,,,,nbs checked,22.352,0.039239427,2,WB,SW,8.8
WBSW5,RS,RS,SW,Alive,,,,,nbs checked,13.716,0.01477559,2,WB,SW,5.4
WBSW5,RS,RS,SW,Dying,Broken Top,,,,nbs checked,23.368,0.042887721,2,WB,SW,9.2
WBSW5,RS,RS,SW,Dying,,,,,nbs checked,7.874,0.004869459,1,WB,SW,3.1
WBSW5,RS,RS,SW,Alive,,,,,nbs checked,35.306,0.097900952,3,WB,SW,13.9
WBSW5,RS,RS,SW,Alive,,,,,nbs checked,5.334,0.00223458,1,WB,SW,2.1
WBSW5,RS,RS,SW,Alive,,,,,nbs checked,5.334,0.00223458,1,WB,SW,2.1
WBSW5,RS,RS,SW,Alive,,,,,nbs checked,24.13,0.04573035,2,WB,SW,9.5
WBSW5,RS,RS,SW,Alive,,,,,nbs checked,27.94,0.061311605,3,WB,SW,11
WBSW5,RS,RS,SW,Alive,,,,,nbs checked,28.702,0.064701478,3,WB,SW,11.3
WBSW5,RS,RS,SW,Alive,,,,,nbs checked,16.51,0.021408391,2,WB,SW,6.5
WBSW5,RS,RS,SW,Alive,,,,,nbs checked,17.526,0.024124343,2,WB,SW,6.9
WBSW5,RS,RS,SW,Alive,,,,,nbs checked,20.066,0.031623614,2,WB,SW,7.9
WBSW5,RS,RS,SW,Alive,,,,,nbs checked,18.034,0.025543124,2,WB,SW,7.1
EBHW1,SM,SM,HW,Alive,,,x,,nbs checked,17.526,0.024124343,2,EB,HW,6.9
EBHW1,SM,SM,HW,Dying,Hollow trunk,,,,nbs checked,50.546,0.200661229,4,EB,HW,19.9
EBHW2,SM,SM,HW,Alive,,,,,nbs checked,51.816,0.210871385,5,EB,HW,20.4
EBHW3,SM,SM,HW,Alive,,,,,nbs checked,24.384,0.046698161,2,EB,HW,9.6
EBHW3,SM,SM,HW,Alive,,,,,nbs checked,19.304,0.029267424,2,EB,HW,7.6
EBHW3,SM,SM,HW,Alive,,,,,nbs checked,23.622,0.04382513,2,EB,HW,9.3
EBHW3,SM,SM,HW,Alive,,,,,nbs checked,23.114,0.041960446,2,EB,HW,9.1
EBHW3,SM,SM,HW,Alive,,,,,nbs checked,18.288,0.026267716,2,EB,HW,7.2
EBHW3,SM,SM,HW,Alive,,,,,nbs checked,19.558,0.030042686,2,EB,HW,7.7
EBHW3,SM,SM,HW,Alive,,,,,nbs checked,18.034,0.025543124,2,EB,HW,7.1
EBHW3,SM,SM,HW,Alive,,,,,nbs checked,19.812,0.030828083,2,EB,HW,7.8
EBHW3,SM,SM,HW,Alive,,,,,nbs checked,11.938,0.011193168,1,EB,HW,4.7
EBHW3,SM,SM,HW,Alive,,,,,nbs checked,19.304,0.029267424,2,EB,HW,7.6
EBHW5,SM,SM,HW,Alive,,,,,nbs checked,23.622,0.04382513,2,EB,HW,9.3
WBHW1,SM,SM,HW,Alive,,,,,nbs checked,19.304,0.029267424,2,WB,HW,7.6
WBHW1,SM,SM,HW,Alive,,,,,nbs checked,5.842,0.002680483,1,WB,HW,2.3
WBHW1,SM,SM,HW,Alive,,,,,nbs checked,24.892,0.048664186,2,WB,HW,9.8
WBHW1,SM,SM,HW,Alive,,,,,nbs checked,7.112,0.003972587,1,WB,HW,2.8
WBHW1,SM,SM,HW,Alive,,,,,nbs checked,29.464,0.068182558,3,WB,HW,11.6
WBHW2,SM,SM,HW,Alive,,,,,,27.178,0.058012939,3,WB,HW,10.7
WBHW2,SM,SM,HW,Alive,,,,,,14.224,0.015890347,2,WB,HW,5.6
WBHW2,SM,SM,HW,Alive,,,,,,13.716,0.01477559,2,WB,HW,5.4
WBHW2,SM,SM,HW,Alive,,,,,,25.654,0.05168923,3,WB,HW,10.1
WBHW2,SM,SM,HW,Alive,,,,,,11.938,0.011193168,1,WB,HW,4.7
WBHW2,SM,SM,HW,Alive,,,,,,26.162,0.053756596,3,WB,HW,10.3
WBHW2,SM,SM,HW,Alive,,,,,,12.954,0.013179462,2,WB,HW,5.1
WBHW2,SM,SM,HW,Alive,,,,,,31.242,0.076659775,3,WB,HW,12.3
WBHW2,SM,SM,HW,Alive,,,,,,24.892,0.048664186,2,WB,HW,9.8
WBHW2,SM,SM,HW,Alive,,,,,,19.304,0.029267424,2,WB,HW,7.6
WBHW2,SM,SM,HW,Alive,,,,,,26.162,0.053756596,3,WB,HW,10.3
WBHW2,SM,SM,HW,Dying,,,,,Broken Top,17.526,0.024124343,2,WB,HW,6.9
WBHW2,SM,SM,HW,Alive,,,,,,14.478,0.016462926,2,WB,HW,5.7
WBHW2,SM,SM,HW,Alive,,,,,,26.416,0.054805481,3,WB,HW,10.4
WBHW2,SM,SM,HW,Alive,,,,,,14.732,0.01704564,2,WB,HW,5.8
WBHW3,SM,SM,HW,Alive,,,,,,33.02,0.085633564,3,WB,HW,13
WBHW4,SM,SM,HW,Alive,,,,,nbs checked,10.16,0.00810732,1,WB,HW,4
WBHW4,SM,SM,HW,Alive,,,,,nbs checked,17.272,0.023430154,2,WB,HW,6.8
WBHW4,SM,SM,HW,Alive,,,,,nbs checked,17.78,0.024828666,2,WB,HW,7
WBHW4,SM,SM,HW,Alive,,,,,nbs checked,5.334,0.00223458,1,WB,HW,2.1
WBHW5,SM,SM,HW,Alive,,,,x,nbs checked,5.08,0.00202683,1,WB,HW,2
EBHW1,StM,others,HW,Alive,,,,,nbs checked,15.748,0.019477835,2,EB,HW,6.2
EBHW5,StM,others,HW,Alive,,,,,nbs checked,5.842,0.002680483,1,EB,HW,2.3
EBSW4,StM,others,HW,Alive,1/2 of crown damaged,,,x,nbs checked,14.224,0.015890347,2,EB,SW,5.6
WBHW1,StM,others,HW,Alive,,,,,nbs checked,7.874,0.004869459,1,WB,HW,3.1
WBHW1,StM,others,HW,Alive,,,,,nbs checked,8.636,0.005857538,1,WB,HW,3.4
WBHW3,StM,others,HW,Alive,,,,,,5.842,0.002680483,1,WB,HW,2.3
WBHW3,StM,others,HW,Alive,,,,,,8.128,0.005188685,1,WB,HW,3.2
WBHW3,StM,others,HW,Alive,,,,,,6.096,0.002918635,1,WB,HW,2.4
WBHW3,StM,others,HW,Alive,,,,,,5.842,0.002680483,1,WB,HW,2.3
WBHW3,StM,others,HW,Alive,,,,,,6.35,0.003166922,1,WB,HW,2.5
EBHW1,YB,YB,HW,Alive,,,x,,nbs checked,5.334,0.00223458,1,EB,HW,2.1
EBHW1,YB,YB,HW,Alive,,,,,nbs checked,27.686,0.060201916,3,EB,HW,10.9
EBHW1,YB,YB,HW,Alive,,,,,nbs checked,11.938,0.011193168,1,EB,HW,4.7
EBHW2,YB,YB,HW,Alive,,,,x,nbs checked,27.94,0.061311605,3,EB,HW,11
EBHW2,YB,YB,HW,Alive,,,,,nbs checked,22.098,0.038352689,2,EB,HW,8.7
EBHW3,YB,YB,HW,Alive,,,,,nbs checked,11.43,0.010260826,1,EB,HW,4.5
EBHW3,YB,YB,HW,Alive,,,,,nbs checked,20.32,0.032429279,2,EB,HW,8
EBHW3,YB,YB,HW,Alive,,,,,nbs checked,8.382,0.005518044,1,EB,HW,3.3
EBHW3,YB,YB,HW,Alive,,,,,nbs checked,29.718,0.069363187,3,EB,HW,11.7
EBHW3,YB,YB,HW,Dying,,,,,nbs checked,12.954,0.013179462,2,EB,HW,5.1
EBHW3,YB,YB,HW,Alive,,,,,nbs checked,9.398,0.006936825,1,EB,HW,3.7
EBHW4,YB,YB,HW,Alive,,,x,,nbs checked,27.178,0.058012939,3,EB,HW,10.7
EBHW4,YB,YB,HW,Alive,,,x,,nbs checked,25.654,0.05168923,3,EB,HW,10.1
EBHW4,YB,YB,HW,Alive,,,,,nbs checked,29.972,0.070553949,3,EB,HW,11.8
EBHW5,YB,YB,HW,Alive,,,,x,nbs checked,7.366,0.00426141,1,EB,HW,2.9
EBHW5,YB,YB,HW,Alive,,,,x,nbs checked,32.004,0.080444879,3,EB,HW,12.6
EBHW5,YB,YB,HW,Alive,,,,,nbs checked,26.416,0.054805481,3,EB,HW,10.4
EBHW5,YB,YB,HW,Alive,,,,,nbs checked,22.86,0.041043306,2,EB,HW,9
EBHW5,YB,YB,HW,Alive,,,,,nbs checked,21.336,0.03575328,2,EB,HW,8.4
EBHW5,YB,YB,HW,Alive,,,,,nbs checked,9.144,0.006566929,1,EB,HW,3.6
EBHW5,YB,YB,HW,Alive,,,,,nbs checked,11.43,0.010260826,1,EB,HW,4.5
EBHW5,YB,YB,HW,Alive,,,,,nbs checked,6.35,0.003166922,1,EB,HW,2.5
EBHW5,YB,YB,HW,Alive,,,,,nbs checked,14.224,0.015890347,2,EB,HW,5.6
EBHW5,YB,YB,HW,Alive,,,,,nbs checked,25.4,0.050670748,3,EB,HW,10
EBSW1,YB,YB,HW,Alive,,,x,,nbs checked,15.24,0.018241469,2,EB,SW,6
EBSW1,YB,YB,HW,Alive,,,,,nbs checked,10.668,0.00893832,1,EB,SW,4.2
EBSW2,YB,YB,HW,Alive,Scars,Slight,,,nbs checked,45.466,0.162354143,4,EB,SW,17.9
EBSW3,YB,YB,HW,Alive,,,,,nbs checked,6.858,0.003693898,1,EB,SW,2.7
EBSW3,YB,YB,HW,Alive,,,,,nbs checked,10.922,0.009369021,1,EB,SW,4.3
EBSW3,YB,YB,HW,Alive,,,,,nbs checked,11.43,0.010260826,1,EB,SW,4.5
EBSW4,YB,YB,HW,Alive,,,,,nbs checked,15.494,0.018854585,2,EB,SW,6.1
EBSW4,YB,YB,HW,Alive,,,,,nbs checked,5.08,0.00202683,1,EB,SW,2
EBSW4,YB,YB,HW,Alive,,,,,nbs checked,19.304,0.029267424,2,EB,SW,7.6
EBSW4,YB,YB,HW,Alive,,,,,nbs checked,18.288,0.026267716,2,EB,SW,7.2
EBSW4,YB,YB,HW,Alive,,,,,nbs checked,5.08,0.00202683,1,EB,SW,2
EBSW4,YB,YB,HW,Dying,"2 suckers, rest of crown dead",,,,nbs checked,5.334,0.00223458,1,EB,SW,2.1
EBSW4,YB,YB,HW,Alive,,,,,nbs checked,11.938,0.011193168,1,EB,SW,4.7
EBSW4,YB,YB,HW,Alive,1 broken branch,,,,nbs checked,13.208,0.01370137,2,EB,SW,5.2
EBSW5,YB,YB,HW,Alive,,,,,nbs checked,19.558,0.030042686,2,EB,SW,7.7
WBHW1,YB,YB,HW,Alive,,,,,nbs checked,50.546,0.200661229,4,WB,HW,19.9
WBHW1,YB,YB,HW,Alive,,,,,nbs checked,5.842,0.002680483,1,WB,HW,2.3
WBHW3,YB,YB,HW,Alive,Broken Top,,,,Two trees wrapped/grown together,27.686,0.060201916,3,WB,HW,10.9
WBHW3,YB,YB,HW,Alive,,,,,,13.462,0.014233413,2,WB,HW,5.3
WBHW3,YB,YB,HW,Alive,,,,,,8.89,0.006207167,1,WB,HW,3.5
WBHW3,YB,YB,HW,Dying,Broken Top,,,,,30.226,0.071754846,3,WB,HW,11.9
WBHW5,YB,YB,HW,Alive,,,x,,nbs checked,7.112,0.003972587,1,WB,HW,2.8
WBHW5,YB,YB,HW,Alive,,,,,nbs checked,56.896,0.254245545,5,WB,HW,22.4
WBSW1,YB,YB,HW,Alive,,,,,nbs checked,46.736,0.171550884,4,WB,SW,18.4
WBSW1,YB,YB,HW,Alive,,,,,nbs checked,35.56,0.099314666,3,WB,SW,14
WBSW1,YB,YB,HW,Alive,,,,,nbs checked,9.144,0.006566929,1,WB,SW,3.6
WBSW2,YB,YB,HW,Alive,Broken Top,,,,nbs checked,13.208,0.01370137,2,WB,SW,5.2
WBSW3,YB,YB,HW,Alive,,,,,nbs checked,17.272,0.023430154,2,WB,SW,6.8
WBSW4,YB,YB,HW,Alive,,,,,nbs checked,10.922,0.009369021,1,WB,SW,4.3
