plotID,species,species2,forest,"Health status (dead, dying, alive)",Damages,Damage severity,present in non+P sub-plot,present in +P sub-plot,Notes,dbh_cm,g_m2,dbh_class,watershed,forest_type,dbh_inches
EBHW1,AB,AB,HW,Dying,,,,x,nbs checked,8.128,0.005188685,1,EB,HW,3.2
EBHW1,AB,AB,HW,Alive,,,x,,nbs checked,5.334,0.00223458,1,EB,HW,2.1
EBHW1,AB,AB,HW,Alive,Broken top,,x,,nbs checked,11.684,0.01072193,1,EB,HW,4.6
EBHW1,AB,AB,HW,Alive,,,x,,nbs checked,6.858,0.003693898,1,EB,HW,2.7
EBHW1,AB,AB,HW,Alive,,,,,nbs checked,5.588,0.002452464,1,EB,HW,2.2
EBHW1,AB,AB,HW,Alive,BBD,Slight,,,nbs checked,19.558,0.030042686,2,EB,HW,7.7
EBHW1,AB,AB,HW,Alive,BBD,Slight,,,nbs checked,5.588,0.002452464,1,EB,HW,2.2
EBHW1,AB,AB,HW,Alive,BBD,Moderate,,,nbs checked,5.334,0.00223458,1,EB,HW,2.1
EBHW1,AB,AB,HW,Alive,BBD,Slight,,,nbs checked,11.43,0.010260826,1,EB,HW,4.5
EBHW1,AB,AB,HW,Alive,BBD,Slight,,,nbs checked,20.32,0.032429279,2,EB,HW,8
EBHW1,AB,AB,HW,Alive,BBD,Slight,,,nbs checked,5.842,0.002680483,1,EB,HW,2.3
EBHW1,AB,AB,HW,Alive,"Broken top, BBD",Moderate,,,nbs checked,8.636,0.005857538,1,EB,HW,3.4
EBHW1,AB,AB,HW,Alive,Split trunk/scar,,,,nbs checked,24.13,0.04573035,2,EB,HW,9.5
EBHW1,AB,AB,HW,Alive,BBD,Slight,,,nbs checked,10.16,0.00810732,1,EB,HW,4
EBHW1,AB,AB,HW,Alive,BBD,Moderate,,,nbs checked,5.842,0.002680483,1,EB,HW,2.3
EBHW1,AB,AB,HW,Alive,BBD,Slight,,,nbs checked,19.812,0.030828083,2,EB,HW,7.8
EBHW1,AB,AB,HW,Alive,"Broken top, BBD",Slight,,,nbs checked,5.08,0.00202683,1,EB,HW,2
EBHW1,AB,AB,HW,Alive,healthy,,,,nbs checked,12.954,0.013179462,2,EB,HW,5.1
EBHW1,AB,AB,HW,Alive,BBD,Slight,,,nbs checked,5.334,0.00223458,1,EB,HW,2.1
EBHW1,AB,AB,HW,Dying,BBD,Severe,,,nbs checked,22.606,0.040136299,2,EB,HW,8.9
EBHW1,AB,AB,HW,Alive,BBD,Moderate,,,nbs checked,11.684,0.01072193,1,EB,HW,4.6
EBHW1,AB,AB,HW,Alive,BBD,Moderate,,,nbs checked,11.684,0.01072193,1,EB,HW,4.6
EBHW1,AB,AB,HW,Alive,,,,,nbs checked,5.588,0.002452464,1,EB,HW,2.2
EBHW2,AB,AB,HW,Alive,BBD,,x,,nbs checked,8.128,0.005188685,1,EB,HW,3.2
EBHW2,AB,AB,HW,Alive,BBD,,x,,nbs checked,10.16,0.00810732,1,EB,HW,4
EBHW2,AB,AB,HW,Alive,,,x,,nbs checked,8.128,0.005188685,1,EB,HW,3.2
EBHW2,AB,AB,HW,Alive,BBD,Moderate,,x,nbs checked,10.16,0.00810732,1,EB,HW,4
EBHW2,AB,AB,HW,Alive,,,,,nbs checked,7.62,0.004560367,1,EB,HW,3
EBHW2,AB,AB,HW,Dying,Broken top,,,,nbs checked,18.034,0.025543124,2,EB,HW,7.1
EBHW2,AB,AB,HW,Alive,BBD,Moderate,,,nbs checked,10.922,0.009369021,2,EB,HW,4.3
EBHW2,AB,AB,HW,Alive,Broken top,,,,nbs checked,21.336,0.03575328,1,EB,HW,8.4
EBHW2,AB,AB,HW,Alive,BBD,Moderate,,,nbs checked,8.89,0.006207167,1,EB,HW,3.5
EBHW2,AB,AB,HW,Alive,,,,,nbs checked,7.366,0.00426141,1,EB,HW,2.9
EBHW2,AB,AB,HW,Alive,BBD,Moderate,,,nbs checked,6.604,0.003425343,1,EB,HW,2.6
EBHW2,AB,AB,HW,Alive,BBD,Moderate,,,nbs checked,7.874,0.004869459,1,EB,HW,3.1
EBHW2,AB,AB,HW,Alive,BBD,Moderate,,,nbs checked,6.604,0.003425343,1,EB,HW,2.6
EBHW2,AB,AB,HW,Alive,BBD,Slight,,,nbs checked,12.954,0.013179462,2,EB,HW,5.1
EBHW2,AB,AB,HW,Alive,BBD,Slight,,,nbs checked,5.334,0.00223458,1,EB,HW,2.1
EBHW2,AB,AB,HW,Alive,BBD,Moderate,,,nbs checked,20.066,0.031623614,2,EB,HW,7.9
EBHW2,AB,AB,HW,Alive,BBD,Severe,,,nbs checked,9.144,0.006566929,1,EB,HW,3.6
EBHW2,AB,AB,HW,Alive,,,,,nbs checked,13.97,0.015327901,2,EB,HW,5.5
EBHW2,AB,AB,HW,Alive,,,,,nbs checked,13.208,0.01370137,2,EB,HW,5.2
EBHW2,AB,AB,HW,Alive,"Broken top, BBD",Slight,,,nbs checked,6.604,0.003425343,1,EB,HW,2.6
EBHW2,AB,AB,HW,Alive,,,,,nbs checked,6.604,0.003425343,1,EB,HW,2.6
EBHW2,AB,AB,HW,Alive,,,,,nbs checked,17.018,0.022746099,2,EB,HW,6.7
EBHW2,AB,AB,HW,Alive,BBD,Moderate,,,nbs checked,6.858,0.003693898,1,EB,HW,2.7
EBHW2,AB,AB,HW,Alive,BBD,Moderate,,,nbs checked,10.922,0.009369021,1,EB,HW,4.3
EBHW2,AB,AB,HW,Alive,BBD,Moderate,,,nbs checked,5.588,0.002452464,1,EB,HW,2.2
EBHW2,AB,AB,HW,Alive,BBD,Slight,,,nbs checked,12.7,0.012667687,2,EB,HW,5
EBHW2,AB,AB,HW,Alive,,,,,nbs checked,23.876,0.044772673,2,EB,HW,9.4
EBHW2,AB,AB,HW,Alive,BBD,Moderate,,,nbs checked,23.876,0.044772673,2,EB,HW,9.4
EBHW2,AB,AB,HW,Alive,BBD,Slight,,,nbs checked,7.62,0.004560367,1,EB,HW,3
EBHW2,AB,AB,HW,Alive,BBD,Moderate,,,nbs checked,13.208,0.01370137,2,EB,HW,5.2
EBHW3,AB,AB,HW,Dying,BBD,Severe,,x,nbs checked,9.906,0.007707021,1,EB,HW,3.9
EBHW3,AB,AB,HW,Dying,BBD,Slight,,x,nbs checked,8.382,0.005518044,1,EB,HW,3.3
EBHW3,AB,AB,HW,Alive,BBD,Severe,,x,nbs checked,14.478,0.016462926,2,EB,HW,5.7
EBHW3,AB,AB,HW,Alive,BBD,Slight,,,nbs checked,16.764,0.022072178,2,EB,HW,6.6
EBHW3,AB,AB,HW,Dying,BBD,Moderate,,,nbs checked,6.35,0.003166922,1,EB,HW,2.5
EBHW3,AB,AB,HW,Alive,BBD,Moderate,,,nbs checked,7.366,0.00426141,1,EB,HW,2.9
EBHW3,AB,AB,HW,Alive,BBD,Slight,,,nbs checked,12.192,0.01167454,1,EB,HW,4.8
EBHW3,AB,AB,HW,Alive,BBD,Severe,,,nbs checked,6.604,0.003425343,1,EB,HW,2.6
EBHW3,AB,AB,HW,Dying,BBD,Severe,,,nbs checked,6.858,0.003693898,1,EB,HW,2.7
EBHW3,AB,AB,HW,Dying,BBD,Severe,,,nbs checked,9.398,0.006936825,1,EB,HW,3.7
EBHW3,AB,AB,HW,Alive,BBD,Slight,,,nbs checked,10.16,0.00810732,1,EB,HW,4
EBHW3,AB,AB,HW,Alive,BBD,Moderate,,,nbs checked,12.7,0.012667687,2,EB,HW,5
EBHW3,AB,AB,HW,Dying,BBD,Moderate,,,nbs checked,7.874,0.004869459,1,EB,HW,3.1
EBHW3,AB,AB,HW,Alive,BBD,Moderate,,,nbs checked,9.398,0.006936825,1,EB,HW,3.7
EBHW3,AB,AB,HW,Alive,BBD,Slight,,,nbs checked,15.494,0.018854585,2,EB,HW,6.1
EBHW3,AB,AB,HW,Alive,BBD,Moderate,,,nbs checked,6.096,0.002918635,1,EB,HW,2.4
EBHW3,AB,AB,HW,Alive,BBD,Moderate,,,nbs checked,6.096,0.002918635,1,EB,HW,2.4
EBHW3,AB,AB,HW,Alive,BBD,Moderate,,,nbs checked,6.858,0.003693898,1,EB,HW,2.7
EBHW3,AB,AB,HW,Alive,BBD,Moderate,,,nbs checked,11.43,0.010260826,1,EB,HW,4.5
EBHW3,AB,AB,HW,Dying,BBD,Severe,,,nbs checked,6.858,0.003693898,1,EB,HW,2.7
EBHW3,AB,AB,HW,Alive,BBD,Moderate,,,nbs checked,11.938,0.011193168,1,EB,HW,4.7
EBHW3,AB,AB,HW,Alive,BBD,Slight,,,nbs checked,6.604,0.003425343,1,EB,HW,2.6
EBHW3,AB,AB,HW,Alive,BBD,Slight,,,nbs checked,8.89,0.006207167,1,EB,HW,3.5
EBHW4,AB,AB,HW,Alive,BBD,Moderate,x,,nbs checked,7.366,0.00426141,1,EB,HW,2.9
EBHW4,AB,AB,HW,Alive,BBD,Moderate,x,,nbs checked,11.176,0.009809857,1,EB,HW,4.4
EBHW4,AB,AB,HW,Alive,BBD,Moderate,x,,nbs checked,10.16,0.00810732,1,EB,HW,4
EBHW4,AB,AB,HW,Alive,BBD,Moderate,x,,nbs checked,11.43,0.010260826,1,EB,HW,4.5
EBHW4,AB,AB,HW,Alive,BBD,Moderate,,x,nbs checked,10.668,0.00893832,1,EB,HW,4.2
EBHW4,AB,AB,HW,Dying,BBD,Moderate,,x,nbs checked,11.43,0.010260826,1,EB,HW,4.5
EBHW4,AB,AB,HW,Alive,BBD,Moderate,,,nbs checked,19.304,0.029267424,1,EB,HW,7.6
EBHW4,AB,AB,HW,Dying,BBD,Moderate,,,nbs checked,9.398,0.006936825,1,EB,HW,3.7
EBHW4,AB,AB,HW,Dying,BBD,Moderate,,,nbs checked,14.986,0.017638487,2,EB,HW,5.9
EBHW4,AB,AB,HW,Alive,BBD,Moderate,,,nbs checked,9.398,0.006936825,1,EB,HW,3.7
EBHW4,AB,AB,HW,Alive,BBD,Slight,,,nbs checked,12.7,0.012667687,2,EB,HW,5
EBHW4,AB,AB,HW,Alive,BBD,Slight,,,nbs checked,13.716,0.01477559,2,EB,HW,5.4
EBHW4,AB,AB,HW,Dying,BBD,Medium,,,nbs checked,9.144,0.006566929,1,EB,HW,3.6
EBHW4,AB,AB,HW,Dying,BBD,Severe,,,nbs checked,14.732,0.01704564,2,EB,HW,5.8
EBHW4,AB,AB,HW,Dying,BBD,Severe,,,nbs checked,15.24,0.018241469,2,EB,HW,6
EBHW4,AB,AB,HW,Alive,BBD,Slight,,,nbs checked,6.604,0.003425343,1,EB,HW,2.6
EBHW4,AB,AB,HW,Alive,BBD,Slight,,,nbs checked,14.732,0.01704564,2,EB,HW,5.8
EBHW4,AB,AB,HW,Dying,BBD,Moderate,,,nbs checked,14.478,0.016462926,2,EB,HW,5.7
EBHW4,AB,AB,HW,Dying,BBD,Slight,,,nbs checked,8.89,0.006207167,1,EB,HW,3.5
EBHW4,AB,AB,HW,Dying,BBD,Moderate,,,nbs checked,5.842,0.002680483,1,EB,HW,2.3
EBHW4,AB,AB,HW,Dying,BBD,Moderate,,,nbs checked,14.986,0.017638487,2,EB,HW,5.9
EBHW4,AB,AB,HW,Alive,BBD,Slight,,,nbs checked,11.43,0.010260826,1,EB,HW,4.5
EBHW4,AB,AB,HW,Dying,BBD,Moderate,,,nbs checked,10.16,0.00810732,1,EB,HW,4
EBHW4,AB,AB,HW,Alive,BBD,Slight,,,nbs checked,7.112,0.003972587,1,EB,HW,2.8
EBHW4,AB,AB,HW,Alive,BBD,Moderate,,,nbs checked,8.128,0.005188685,1,EB,HW,3.2
EBHW4,AB,AB,HW,Dying,BBD,Severe,,,nbs checked,12.446,0.012166047,1,EB,HW,4.9
EBHW4,AB,AB,HW,Dying,BBD,Moderate,,,nbs checked,17.018,0.022746099,2,EB,HW,6.7
EBHW4,AB,AB,HW,Alive,BBD,Moderate,,,nbs checked,10.668,0.00893832,1,EB,HW,4.2
EBHW5,AB,AB,HW,Alive,BBD,Moderate,x,,nbs checked,9.652,0.007316856,1,EB,HW,3.8
EBHW5,AB,AB,HW,Alive,BBD,Moderate,,x,nbs checked,8.382,0.005518044,1,EB,HW,3.3
EBHW5,AB,AB,HW,Alive,BBD,Moderate,x,,nbs checked,8.128,0.005188685,1,EB,HW,3.2
EBHW5,AB,AB,HW,Alive,BBD,Moderate,,,nbs checked,17.018,0.022746099,2,EB,HW,6.7
EBHW5,AB,AB,HW,Alive,BBD,Moderate,,,nbs checked,8.636,0.005857538,1,EB,HW,3.4
EBHW5,AB,AB,HW,Dying,BBD,Severe,,,nbs checked,8.636,0.005857538,1,EB,HW,3.4
EBHW5,AB,AB,HW,Alive,,,,,nbs checked,5.588,0.002452464,1,EB,HW,2.2
EBHW5,AB,AB,HW,Alive,BBD,Moderate,,,nbs checked,5.842,0.002680483,1,EB,HW,2.3
EBHW5,AB,AB,HW,Alive,BBD,Slight,,,nbs checked,6.858,0.003693898,1,EB,HW,2.7
EBHW5,AB,AB,HW,Alive,,,,,nbs checked,10.922,0.009369021,1,EB,HW,4.3
EBHW5,AB,AB,HW,Alive,BBD,Moderate,,,nbs checked,20.066,0.031623614,2,EB,HW,7.9
EBHW5,AB,AB,HW,Alive,BBD,Moderate,,,nbs checked,8.636,0.005857538,1,EB,HW,3.4
EBHW5,AB,AB,HW,Alive,BBD,Slight,,,nbs checked,12.7,0.012667687,2,EB,HW,5
EBHW5,AB,AB,HW,Alive,BBD,Slight,,,nbs checked,10.414,0.008517753,1,EB,HW,4.1
EBHW5,AB,AB,HW,Alive,,,,,nbs checked,6.35,0.003166922,1,EB,HW,2.5
EBHW5,AB,AB,HW,Alive,,,,,nbs checked,10.16,0.00810732,1,EB,HW,4
EBHW5,AB,AB,HW,Alive,BBD,Moderate,,,nbs checked,13.462,0.014233413,2,EB,HW,5.3
EBHW5,AB,AB,HW,Alive,BBD,Severe,,,nbs checked,7.112,0.003972587,1,EB,HW,2.8
EBHW5,AB,AB,HW,Alive,BBD,Moderate,,,nbs checked,12.192,0.01167454,1,EB,HW,4.8
EBHW5,AB,AB,HW,Alive,BBD,Moderate,,,nbs checked,17.272,0.023430154,2,EB,HW,6.8
EBHW5,AB,AB,HW,Dying,BBD,Severe,,,nbs checked,6.35,0.003166922,1,EB,HW,2.5
EBHW5,AB,AB,HW,Alive,BBD,Slight,,,nbs checked,5.842,0.002680483,1,EB,HW,2.3
EBSW2,AB,AB,HW,Alive,,,,,nbs checked,26.162,0.053756596,3,EB,SW,10.3
EBSW2,AB,AB,HW,Alive,,,,,nbs checked,33.782,0.089631486,3,EB,SW,13.3
WBHW1,AB,AB,HW,Alive,BBD,Slight,x,,nbs checked,22.098,0.038352689,2,WB,HW,8.7
WBHW1,AB,AB,HW,Alive,,,,x,nbs checked,5.08,0.00202683,1,WB,HW,2
WBHW1,AB,AB,HW,Alive,BBD,Moderate,,x,nbs checked,19.558,0.030042686,2,WB,HW,7.7
WBHW1,AB,AB,HW,Alive,BBD,Moderate,,x,nbs checked,36.83,0.106535247,3,WB,HW,14.5
WBHW1,AB,AB,HW,Alive,BBD,Moderate,,x,nbs checked,13.462,0.014233413,2,WB,HW,5.3
WBHW1,AB,AB,HW,Alive,BBD,Moderate,,,nbs checked,16.764,0.022072178,2,WB,HW,6.6
WBHW1,AB,AB,HW,Alive,BBD,Slight,,x,nbs checked,10.668,0.00893832,1,WB,HW,4.2
WBHW1,AB,AB,HW,Alive,BBD,Moderate,,,nbs checked,13.208,0.01370137,2,WB,HW,5.2
WBHW1,AB,AB,HW,Alive,BBD,Moderate,,,nbs checked,13.716,0.01477559,2,WB,HW,5.4
WBHW1,AB,AB,HW,Alive,BBD,Severe,,,nbs checked,38.608,0.117069696,4,WB,HW,15.2
WBHW1,AB,AB,HW,Dying,BBD,Severe,,,nbs checked,29.21,0.067012064,3,WB,HW,11.5
WBHW1,AB,AB,HW,Dying,BBD,Moderate,,,nbs checked,25.908,0.052717846,3,WB,HW,10.2
WBHW1,AB,AB,HW,Alive,BBD,,,,nbs checked,6.604,0.003425343,1,WB,HW,2.6
WBHW1,AB,AB,HW,Dying,BBD/Broken top,Moderate,,,nbs checked,23.622,0.04382513,2,WB,HW,9.3
WBHW1,AB,AB,HW,Alive,BBD,Moderate,,,nbs checked,23.114,0.041960446,2,WB,HW,9.1
WBHW1,AB,AB,HW,Dying,BBD,Severe,,,nbs checked,21.844,0.037476085,2,WB,HW,8.6
WBHW1,AB,AB,HW,Alive,,,,,nbs checked,5.588,0.002452464,1,WB,HW,2.2
WBHW1,AB,AB,HW,Alive,BBD,Moderate,,,nbs checked,26.162,0.053756596,3,WB,HW,10.3
WBHW1,AB,AB,HW,Alive,BBD,Moderate,,,nbs checked,27.94,0.061311605,3,WB,HW,11
WBHW1,AB,AB,HW,Alive,BBD,Severe,,,nbs checked,12.7,0.012667687,2,WB,HW,5
WBHW1,AB,AB,HW,Alive,BBD,Severe,,,nbs checked,35.814,0.100738514,3,WB,HW,14.1
WBHW1,AB,AB,HW,Alive,BBD,Moderate,,,nbs checked,14.224,0.015890347,2,WB,HW,5.6
WBHW1,AB,AB,HW,Alive,BBD,Moderate,,,nbs checked,12.954,0.013179462,2,WB,HW,5.1
WBHW1,AB,AB,HW,Alive,BBD,Moderate,,,nbs checked,20.32,0.032429279,2,WB,HW,8
WBHW1,AB,AB,HW,Alive,BBD,Moderate,,,nbs checked,19.812,0.030828083,2,WB,HW,7.8
WBHW1,AB,AB,HW,Dying,BBD,Moderate,,,nbs checked,6.604,0.003425343,1,WB,HW,2.6
WBHW1,AB,AB,HW,Alive,BBD,Moderate,,,nbs checked,19.05,0.028502296,2,WB,HW,7.5
WBHW1,AB,AB,HW,Alive,BBD,Moderate,,,nbs checked,16.764,0.022072178,2,WB,HW,6.6
WBHW1,AB,AB,HW,Alive,BBD,Moderate,,,nbs checked,8.382,0.005518044,1,WB,HW,3.3
WBHW1,AB,AB,HW,Alive,BBD,Severe,,,nbs checked,24.13,0.04573035,2,WB,HW,9.5
WBHW1,AB,AB,HW,Alive,BBD,Slight,,,nbs checked,5.842,0.002680483,1,WB,HW,2.3
WBHW1,AB,AB,HW,Alive,BBD,Slight,,,nbs checked,11.938,0.011193168,1,WB,HW,4.7
WBHW1,AB,AB,HW,Alive,BBD,Moderate,,,nbs checked,10.414,0.008517753,1,WB,HW,4.1
WBHW1,AB,AB,HW,Alive,BBD,Slight ,,,nbs checked,5.842,0.002680483,1,WB,HW,2.3
WBHW1,AB,AB,HW,Alive,BBD,Slight,,,nbs checked,6.096,0.002918635,1,WB,HW,2.4
WBHW1,AB,AB,HW,Alive,BBD,Severe,,,nbs checked,19.812,0.030828083,2,WB,HW,7.8
WBHW1,AB,AB,HW,Alive,BBD,Moderate,,,nbs checked,7.62,0.004560367,1,WB,HW,3
WBHW2,AB,AB,HW,Dying,BBD,Moderate,x,,Broken Top,13.97,0.015327901,2,WB,HW,5.5
WBHW2,AB,AB,HW,Alive,BBD,Moderate,,x,,21.336,0.03575328,2,WB,HW,8.4
WBHW2,AB,AB,HW,Alive,BBD,Severe,x,,,19.558,0.030042686,2,WB,HW,7.7
WBHW2,AB,AB,HW,Alive,BBD,Moderate,,,,6.096,0.002918635,1,WB,HW,2.4
WBHW2,AB,AB,HW,Dying,BBD,Severe,,,,23.114,0.041960446,2,WB,HW,9.1
WBHW2,AB,AB,HW,Dying,BBD,Moderate,,,,11.43,0.010260826,1,WB,HW,4.5
WBHW2,AB,AB,HW,Dying,BBD,Slight,,,,5.334,0.00223458,1,WB,HW,2.1
WBHW2,AB,AB,HW,Dying,BBD,Slight,,,Broken Top,18.288,0.026267716,2,WB,HW,7.2
WBHW2,AB,AB,HW,Alive,BBD,Slight,,,,6.858,0.003693898,1,WB,HW,2.7
WBHW2,AB,AB,HW,Alive,BBD,Moderate,,,,24.13,0.04573035,2,WB,HW,9.5
WBHW2,AB,AB,HW,Alive,BBD,Slight,,,,9.398,0.006936825,1,WB,HW,3.7
WBHW2,AB,AB,HW,Dying,BBD,Moderate,,,,8.382,0.005518044,1,WB,HW,3.3
WBHW3,AB,AB,HW,Dying,BBD,Severe,x,,,23.622,0.04382513,2,WB,HW,9.3
WBHW3,AB,AB,HW,Alive,BBD,Moderate,,x,,34.544,0.093720615,3,WB,HW,13.6
WBHW3,AB,AB,HW,Alive,BBD,Moderate,x,,,9.398,0.006936825,1,WB,HW,3.7
WBHW3,AB,AB,HW,Alive,BBD,Severe,x,,,20.32,0.032429279,2,WB,HW,8
WBHW3,AB,AB,HW,Alive,BBD,Moderate,,x,,36.322,0.103616612,3,WB,HW,14.3
WBHW3,AB,AB,HW,Alive,BBD,Moderate,x,,,13.716,0.01477559,2,WB,HW,5.4
WBHW3,AB,AB,HW,Alive,,,,,,6.35,0.003166922,1,WB,HW,2.5
WBHW3,AB,AB,HW,Alive,BBD,Slight,,,,16.764,0.022072178,2,WB,HW,6.6
WBHW3,AB,AB,HW,Alive,BBD,Severe,,,,22.86,0.041043306,2,WB,HW,9
WBHW3,AB,AB,HW,Alive,BBD,Moderate,,,,20.828,0.034071011,2,WB,HW,8.2
WBHW3,AB,AB,HW,Alive,BBD,Moderate,,,,17.526,0.024124343,2,WB,HW,6.9
WBHW3,AB,AB,HW,Dying,BBD,Moderate,,,,9.144,0.006566929,1,WB,HW,3.6
WBHW3,AB,AB,HW,Alive,BBD,Moderate,,,,14.986,0.017638487,2,WB,HW,5.9
WBHW3,AB,AB,HW,Alive,BBD,Slight,,,,6.604,0.003425343,1,WB,HW,2.6
WBHW3,AB,AB,HW,Alive,,,,,,5.08,0.00202683,1,WB,HW,2
WBHW3,AB,AB,HW,Alive,BBD,Slight,,,Overlaps with Plot 4,21.336,0.03575328,2,WB,HW,8.4
WBHW3,AB,AB,HW,Alive,BBD,Moderate,,,,7.62,0.004560367,1,WB,HW,3
WBHW3,AB,AB,HW,Alive,BBD,Slight,,,,13.462,0.014233413,2,WB,HW,5.3
WBHW3,AB,AB,HW,Alive,BBD,Moderate,,,,27.94,0.061311605,3,WB,HW,11
WBHW3,AB,AB,HW,Alive,BBD,Moderate,,,,10.922,0.009369021,1,WB,HW,4.3
WBHW3,AB,AB,HW,Alive,BBD,Moderate,,,,28.448,0.063561386,3,WB,HW,11.2
WBHW3,AB,AB,HW,Dying,BBD,Moderate,,,,7.62,0.004560367,1,WB,HW,3
WBHW3,AB,AB,HW,Dying,BBD,Moderate,,,,5.842,0.002680483,1,WB,HW,2.3
WBHW3,AB,AB,HW,Alive,BBD,Moderate,,,,7.366,0.00426141,1,WB,HW,2.9
WBHW3,AB,AB,HW,Alive,BBD,Moderate,,,,31.242,0.076659775,3,WB,HW,12.3
WBHW3,AB,AB,HW,Dying,BBD,Moderate,,,,11.176,0.009809857,1,WB,HW,4.4
WBHW3,AB,AB,HW,Alive,BBD,Moderate,,,,7.112,0.003972587,1,WB,HW,2.8
WBHW3,AB,AB,HW,Alive,BBD,Moderate,,,,22.352,0.039239427,2,WB,HW,8.8
WBHW3,AB,AB,HW,Alive,BBD,Moderate,,,,20.32,0.032429279,2,WB,HW,8
WBHW3,AB,AB,HW,Alive,BBD,Moderate,,,,8.128,0.005188685,1,WB,HW,3.2
WBHW3,AB,AB,HW,Alive,,,,,,25.4,0.050670748,3,WB,HW,10
WBHW3,AB,AB,HW,Dying,BBD,Moderate,,,,6.096,0.002918635,1,WB,HW,2.4
WBHW3,AB,AB,HW,Dying,BBD,Moderate,,,,5.842,0.002680483,1,WB,HW,2.3
WBHW3,AB,AB,HW,Alive,BBD,Moderate,,,,25.908,0.052717846,3,WB,HW,10.2
WBHW3,AB,AB,HW,Alive,BBD,Slight,,,,19.558,0.030042686,2,WB,HW,7.7
WBHW3,AB,AB,HW,Alive,,,,,,6.096,0.002918635,1,WB,HW,2.4
WBHW3,AB,AB,HW,Alive,BBD,Severe,,,,12.7,0.012667687,2,WB,HW,5
WBHW3,AB,AB,HW,Alive,BBD,Moderate,,,,8.636,0.005857538,1,WB,HW,3.4
WBHW3,AB,AB,HW,Alive,BBD,Severe,,,,29.972,0.070553949,3,WB,HW,11.8
WBHW3,AB,AB,HW,Alive,BBD,Moderate,,,,8.636,0.005857538,1,WB,HW,3.4
WBHW4,AB,AB,HW,Alive,BBD,Moderate,x,,nbs checked,18.034,0.025543124,2,WB,HW,7.1
WBHW4,AB,AB,HW,Alive,BBD,Moderate,,,nbs checked,32.512,0.083018953,3,WB,HW,12.8
WBHW4,AB,AB,HW,Alive,BBD,Slight,,,nbs checked,12.446,0.012166047,1,WB,HW,4.9
WBHW4,AB,AB,HW,Dying,BBD,Severe,,x,nbs checked,27.94,0.061311605,3,WB,HW,11
WBHW4,AB,AB,HW,Alive,BBD,Slight,,,nbs checked,8.128,0.005188685,1,WB,HW,3.2
WBHW4,AB,AB,HW,Alive,BBD,Slight,,x,nbs checked,5.334,0.00223458,1,WB,HW,2.1
WBHW4,AB,AB,HW,Alive,BBD,Moderate,,,nbs checked,14.732,0.01704564,2,WB,HW,5.8
WBHW4,AB,AB,HW,Alive,BBD,Severe,,,nbs checked,11.43,0.010260826,1,WB,HW,4.5
WBHW4,AB,AB,HW,Alive,BBD,Moderate,,,nbs checked,8.382,0.005518044,1,WB,HW,3.3
WBHW4,AB,AB,HW,Alive,BBD,Moderate,,,nbs checked,28.702,0.064701478,3,WB,HW,11.3
WBHW4,AB,AB,HW,Alive,BBD,Moderate,,,nbs checked,18.034,0.025543124,2,WB,HW,7.1
WBHW4,AB,AB,HW,Dying,BBD,Moderate,,,nbs checked,21.082,0.034907078,2,WB,HW,8.3
WBHW4,AB,AB,HW,Alive,BBD,Moderate,,,nbs checked,9.906,0.007707021,1,WB,HW,3.9
WBHW4,AB,AB,HW,Dying,BBD,Severe,,,nbs checked,14.224,0.015890347,2,WB,HW,5.6
WBHW4,AB,AB,HW,Dying,BBD,Severe,,,nbs checked,13.208,0.01370137,2,WB,HW,5.2
WBHW4,AB,AB,HW,Alive,BBD,Moderate,,,nbs checked,20.066,0.031623614,2,WB,HW,7.9
WBHW4,AB,AB,HW,Alive,BBD,Moderate,,,nbs checked,21.336,0.03575328,2,WB,HW,8.4
WBHW4,AB,AB,HW,Alive,BBD,Moderate,,,nbs checked,6.096,0.002918635,1,WB,HW,2.4
WBHW4,AB,AB,HW,Alive,BBD,Moderate,,,nbs checked,9.398,0.006936825,1,WB,HW,3.7
WBHW4,AB,AB,HW,Alive,BBD,Moderate,,,nbs checked,5.334,0.00223458,1,WB,HW,2.1
WBHW4,AB,AB,HW,Alive,BBD,Slight,,,nbs checked,5.334,0.00223458,1,WB,HW,2.1
WBHW4,AB,AB,HW,Alive,BBD,Moderate,,,nbs checked,8.636,0.005857538,1,WB,HW,3.4
WBHW4,AB,AB,HW,Dying,BBD,Severe,,,nbs checked,15.494,0.018854585,2,WB,HW,6.1
WBHW4,AB,AB,HW,Alive,BBD,Slight,,,nbs checked,9.652,0.007316856,1,WB,HW,3.8
WBHW4,AB,AB,HW,Alive,BBD,Slight,,,nbs checked,24.13,0.04573035,2,WB,HW,9.5
WBHW4,AB,AB,HW,Dying,BBD,Severe,,,nbs checked,11.684,0.01072193,1,WB,HW,4.6
WBHW4,AB,AB,HW,Dying,BBD,Severe,,,nbs checked,20.828,0.034071011,2,WB,HW,8.2
WBHW4,AB,AB,HW,Alive,BBD,Moderate,,,nbs checked,16.256,0.020754738,2,WB,HW,6.4
WBHW4,AB,AB,HW,Dying,BBD,Severe,,,nbs checked,23.368,0.042887721,2,WB,HW,9.2
WBHW4,AB,AB,HW,Alive,BBD,Slight,,,nbs checked,20.32,0.032429279,2,WB,HW,8
WBHW4,AB,AB,HW,Alive,BBD,Slight,,,nbs checked,11.43,0.010260826,1,WB,HW,4.5
